AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
資誠聯合會計師事務所,"5F-5, NO. 28, LANE 78, XING-AI RD.,NEI HU, TAIPEI, TAIWAN, ROC",楊蕙慈,王菘澤,李建興,實威,實威國際股份有限公司,1150904,20050707,20120919,陳月美,info@swtc.com,02-2795-2338,許泰源,28210710,282107100,新台幣                 10.0000元,0,1,0,－ ,8416,30,許泰源,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,02-2702-3999,SWTC,02-2795-1618,總經理,27746072,WWW.SWTC.COM
資誠聯合會計師事務所,"No. 10, Lane 33, Lane 98, Xinlong Road, Xinpu TownshHSINCHU COUNTY, TAIWAN, R.O.C.",吳偉豪,李燕娜,黃南源,旭源,旭源包裝科技股份有限公司,1150904,20041026,20121123,許玉英,spokesperson@xuyuanpack.com,03-5982738,莊雅萍,54817140,548171400,新台幣                 10.0000元,0,1,0,－ ,8421,20,楊素鍰,第一金證券股份有限公司,台北市大安區安和路一段27號六樓,02-2563-5711,XYP,03-5982727,財務長,27476083,www.xuyuanpack.com
安侯建業聯合會計師事務,"Suite 102,Cannon Place, P.O.Box712,North Sound Rd., Grand Cayman,KY1-9006 Cayman Islands",楊樹芝,紀孟君,陳東興,保綠-KY,保綠資源股份有限公司,1150904,20091103,20120314,許承煜,info@pgr.com.tw,603-3176 1045,李雲山,41714030,417140300,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,8423,35,李雲山,台新綜合證券股務代理部,台北市中山區建國北路1段96號地下1樓,(02)25048125,Polygreen,603-3176 2602,總經理,53003483,www.pgr.com.tw
安永聯合會計師事務所,"5 F., No. 8, Xinhu 1st Rd., Neihu DistTaipei City , Taiwan (R.O.C.)",王瑄瑄,余倩如,國產建材實業股份有限公司代表人吳志仁,惠普,惠普股份有限公司,1150904,19811130,20121218,潘瓊惠,wp.tp@msa.hinet.net,(02)2557-0106,倪勇,36054368,360543680,新台幣                 10.0000元,0,1,0,－ ,8424,14,許嘉明,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)2702-3999,WELLPOOL,(02)2553-3099,行政管理處副總經理,12371385,http://www.wellpool.com.tw
勤業眾信聯合會計師事務所,25 Sungei Kadut Street 2Singapore,李麗凰,蔡宗遠,蘇聰明,紅木-KY,紅木集團有限公司,1150904,20100820,20111213,蘇斌慶,rwg@redwoodgroup.co,(02)2778-9132,蘇俐月,50242500,502425000,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,8426,20,蘇聰明,凱碁證券股份有限公司,台北市重慶南路一段2號5F,(02)2389-2999,Redwood,(02)2778-9121,董事長,53003863,https://www.redwoodgroup.co/
國富浩華聯合會計師事務所,"7F., No.151, Xinhu 1st Rd., Neihu Dist.,Taipei City 114, Taiwan (R.O.C.)",蕭又文,王家祥,花鐳哲,匯鑽科,匯鑽科技股份有限公司,1150904,20080924,20150330,待補,ir@superior-sz.com,02-87913426,從缺,48778331,487783310,新台幣                 10.0000元,0,1,0,－ ,8431,31,俞伯璋,凱基證券股份有限公司股務代理部,100502台北市中正區重慶南路一段2號5樓,02-2389-2999,SPT,02-27926918,董事長特助,29061764,https://superiortec.com/
安侯建業聯合會計師事務所,"3F-1,No.3-1, Park St., Nangang Dist.,Taipei,Taiwan, R.O.C.",韓沂璉,黃欣婷,林全,東生華,東生華製藥股份有限公司,1150904,20100901,20120430,黃淑平,tsh@tshbiopharm.com,02-2655-8526,楊思源,38398140,383981400,新台幣                 10.0000元,0,1,0,－ ,8432,22,高榮良,群益金鼎證券股份有限公司,台北市敦化南路2段97號B2,02-2702-3999,TSH,02-2655-8525,資深處長暨財務長,53093421,http://www.tshbiopharm.com
勤業眾信聯合會計師事務所,"5F,NO.17,360 LANE,SEC.1 NE-HU ROAD,TAIPEI, TAIWAN R.O.C.",曾建銘,彭以驊,普世開發(股)公司代表人朱鵬飛,弘帆,弘帆股份有限公司,1150904,19850328,20121219,朱英帆,evelyn@bonfame.com,(02)87971000,朱鵬飛,54506098,545060980,新台幣                 10.0000元,0,1,0,－ ,8433,38,曹雪芳,富邦綜合證券股份有限公司,台北市許昌街17號11樓,(02)2361-1300,BON FAME,(02)87972000,財務經理,12547173,http://www.bonfame.com/
安永聯合會計師事務所,"5F-4,No77,Sec.1,Xintai 5Th Rd.,Xizhi Dist.,New Taipei City22101,Taiwan",王彥鈞,王瑄瑄,林樂萍,鉅邁,台灣鉅邁股份有限公司,1150904,19770901,20121228,曹榮津,z8435@zimmite.com,02-26988362,曾元起,35200450,352004500,新台幣                 10.0000元,0,1,3500000,－ ,8435,20,楊鵑菱,華南永昌綜合證券股務代理部,台北市民生東路四段54號4樓,02-27186425,Zimmite,02-26988112,副總經理,12137902,https://www.zimmite.com
資誠聯合會計師事務所,"8F, NO.187  Kang Chien Rd.,Taipei , Taiwan R.O.C",涂展源,支秉鈞,林詠翔,大江,大江生醫股份有限公司,1150904,19800822,20130912,邱俊穎,ir@tci-bio.com,(02)7720-6691,林詠翔,117728830,1177288300,新台幣                 10.0000元,0,1,0,－ ,8436,22,邱薇穎,富邦綜合證券(股)公司股務代理部,台北市中正區許昌街17號11樓,(02)2361-1300,TCI,(02)8797-7811,財務長,12292039,www.tci-bio.com
資誠聯合會計師事務所,"Rm. 217, 11F., No. 51, Hengyang Rd., Zhongzheng Dist.,Taipei City 100504 , Taiwan (R.O.C.)",蔣承翰,李典易,程釱坤,大地-KY,大地幼教股份有限公司,1150904,20080522,20150506,鄭子庭,fanwenqi@dadikid.com.tw,02-23826992,程釱坤,47014070,470140700,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,8437,20,范文奇,永豐金證券股務代理部,臺北市博愛路17號3樓,2381-6288,Dadi,02-23826998#9,財務長,41421434,http://www.edudadi.com/
安侯建業聯合會計師事務所,"No.128, Ln. 313, Taizun Rd., Touhu Vil., Yangmei Dist.,Taoyuan City 32669, Taiwan (R.O.C.)",陳富仁,李逢暉,陳正林,綠電,綠電再生股份有限公司,1150904,19980805,20180328,鄒佩樵,information@eer.com.tw,02-2381-9000,陳建潤,50255299,502552990,新台幣                 10.0000元,0,1,0,－ ,8440,35,劉彥谷,永豐金證券股份有限公司,台北市博愛路17號3樓,02-2381-6288,E＆E,02-2381-8000,公司治理主管,16636181,www.eer.com.tw
安侯建業聯合會計師事務所,"222 Moo 4, T.Thachang, A.BangklumSongkhla, Thailand",張純怡會計師,江家齊會計師,謝榮輝,綠河-KY,綠河股份有限公司,1150904,20110114,20151027,李木文,investgr@greenriverholding.com,6674268782,黃登士,125104845,1251048450,新台幣                 10.0000元,0,1,14638000,KY 開曼群島                                                    ,8444,20,王聖豐,台新綜合證券(股)公司股務代理部,台北市建國北路一段96號地下一樓,02-25048125,Green River,6674328955,財務暨會計主管,54387326,www.greenriverholding.com
資誠聯合會計師事務所,"15 F., No 135, Sec.2 , Jian Guo N Rd.Taipei, Taiwan",涂展源,周筱姿,呂燕清,華研,華研國際音樂股份有限公司,1150904,19990501,20131219,蘇雅惠,spokesman@him.com.tw,02-25079569,何燕玲,52914405,529144050,新台幣                 10.0000元,0,1,0,－ ,8446,32,李首賢,兆豐證券股份有限公司股務代理部,台北市忠孝東路二段95號1樓,(02)3393-0898,HIM Music,02-25121919,副總經理,16842491,http://www.him.com.tw
安永聯合會計師事務所,"32F., No. 95, Sec. 1, Xintai 5th Rd.,Xizhi Dist., New Taipei City,Taiwan",王彥鈞,王甯寬,黃文章,霹靂,霹靂國際多媒體股份有限公司,1150904,19960702,20141007,黃亮勛,public@pili.tw,(02)8978-0666,黃亮勛,51309947,513099470,新台幣                 10.0000元,0,1,0,－ ,8450,32,黃文章,中國信託商業銀行(股)公司代理部,台北市重慶南路一段83號5樓,(02)6636-5566,PILI,(02)8978-0555,董事長,97053241,http://www.pili.com.tw/
勤業眾信聯合會計師事務所,"Cricket Squares, Hutchin Drive, PO Box 2681Grand Cayman KY1-1111, Cayman Islands",姚勝雄,陳昭伶,佐佐木Beji,大拓-KY,蓋曼群島商日本大拓股份有限公司,1150904,20140107,20160108,胡志強,ir@daito-me.com,0,奧山一寸法師,25219056,252190560,新台幣                 10.0000元,0,1,0,KY 開曼群島                                                    ,8455,31,尾崎史照,康和綜合證券股份有限公司,台北市信義區基隆路一段176號B1,886-287871888,Daito ME,886-227133220,會計主管,54385657,www.daito-me.com.tw
勤業眾信聯合會計師事務所,"Rm. 6, 2F., No. 262, Sec. 2, Beixin Rd., Xindian DistNew Taipei City , Taiwan (R.O.C.)",陳俊宏,莊碧玉,吳進昌,納維康,納維康生技股份有限公司,1150904,20100712,20160111,王玉玲,invest@gomaji.com,02-2741-4271,施凱文,17735800,177358000,新台幣                 10.0000元,0,1,0,－ ,8472,36,施凱文,福邦證券 股務代理部,台北市中正區忠孝西路１段６號６樓,02-2371-1658,Navicare,02-2711-8177,總經理,25145643,http://www.gomaji.com/
勤業眾信聯合會計師事務所,"4F., No. 6, Zhongshan Rd., Rende Dist.Tainan City 717, Taiwan (R.O.C.)",吳長駿,李季珍,李月春,創業家,創業家數位股份有限公司,1150904,20120503,20161031,石展丞,yurong.chang@xxtechec.com,06-2796815,蔡忠佑,84170616,841706160,新台幣                 10.0000元,0,1,50000000,－ ,8477,36,蔡忠佑,宏遠證券股份有限公司股務代理部,台北市信義路4段236號3樓,02-23268818,XXTECHEC,06-2796896,總經理,53761823,https://www.xxtechec.com/
安永聯合會計師事務所,"5F., No.2, Ln. 609, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City 241New Taipei City 241, Taiwan(R.O.C)",羅筱靖,鄭清標,余明珊,三貝德,三貝德數位文創股份有限公司,1150904,20061030,20170427,王家政,investor@samebest.com.tw,02-2995-9255,欽憶弘,59948960,599489600,新台幣                 10.0000元,0,1,19000000,－ ,8489,20,欽憶弘,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,Samebest,02-6635-5288,總經理,28443147,www.samebest.com.tw
安侯建業聯合會計師事務所,　　NO.3 Industrial 2ND RD.　　Taichung  Taiwan,陳政學,陳燕慧,楊育偉,裕國,裕國冷凍冷藏股份有限公司,1150904,19900530,19960131,陳麗妃,service@cooleagle.com.tw,04-23500210,楊盛昌,119440000,1194400000,新台幣                 10.0000元,0,1,0,－ ,8905,20,楊盛昌,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下二樓,02-27023999,　　ECS,04-23591313,總經理,23641978,www.eaglegroup.com.tw
資誠聯合會計師事務所,"No.65 Chung Shan Rd., Tu Cheng Dist.New Taipei City, Taiwan, R.O.C.",林佳鴻,陳憲正,謝宗翰,花王,花王企業股份有限公司,1150904,19680731,19960423,羅昭容,a3742362@ms21.hinet.net,03-3908871,謝宗翰,44037370,440373700,新台幣                 10.0000元,0,1,0,－ ,8906,20,莊秋賢,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,2371-1658,Forward　,03-3908833,副總經理,33742362,http://www.forward-net.com.tw
安永聯合會計師事務所,"99 KUO TAI ROAD SEC.1　FENG SHAN,KAOHSIUNG COUNTY TAIWAN　",姚世傑,胡子仁,朱文煌,欣雄,欣雄天然氣股份有限公司,1150904,19860416,19970214,陳宜貞,finance@shng.com.tw,(07)7100321,王定中,315332742,3153327420,新台幣                 10.0000元,0,1,0,－ ,8908,23,王定中,元大證券(股)公司股務代理部,106臺北市大安區敦化南路2段67號地下一樓,(02)25865859,SHIN HSIUNG　　,(07)7416101,總經理,07861475,www.shng.com.tw
勤業眾信聯合會計師事務所,"16TH FL.NO.105,THN-HWA S.RD SEC.2 TAIWAN.R.O.C　　TAIPEI TAIWAN　　",劉明賢,趙永祥,詹賀博,光隆,光隆實業股份有限公司,1150904,19660304,19990420,徐立亭,kl.888@klf-group.com,02-27092555,詹賀博,150327646,1505791510,新台幣                 10.0000元,251505,1,0,－ ,8916,20,李柏彥,凱基證券股份有限公司,台北市中正區重慶南路一段2號5樓,02-23892999,KLF　,02-27092550,經理,33111800,http://www.klf-group.com/
勤業眾信會計師事務所,"No.221, Sec. 2, Zhonghua Rd.,Tucheng Dist.,New Taipei City 236, Taiwan (R.O.C.)",蘇郁琇,王攀發,莊鴻文,欣泰,欣泰石油氣股份有限公司,1150904,19860106,19990506,林怡雯,investor@htgas.com.tw,(02)80753655,簡世峰,162652459,1626524590,新台幣                 10.0000元,0,2,0,－ ,8917,23,王際誠,元大證券股份有限公司,台北市大安區敦化南路2段67號地下一樓,(02)25865859,HTGas,(02)80753600,工務部經理,22000004,http://www.htgas.com.tw/
國富浩華聯合會計師事務所,"No.7,Lane365,Sec.1,Chung-Yung Road,To-Chen,Taipei Hsien,Taiwan,R.O.C.",張亞荃,林金鳳,陳正剛,沈氏,沈氏藝術印刷股份有限公司,1150904,19771215,20000321,陳宗易,victor@shen.com.tw,(02)2270-6111,方世調,46592159,465921590,新台幣                 10.0000元,0,1,0,－ ,8921,20,方世調,永豐金證券股份有限公司,100台北市博愛路17號3樓,(02)2381-6288,SHEN'S ART,(02)2270-8198,總經理,15820097,www.shen.com.tw
勤業眾信聯合會計師事務所,"1-7F, No.240, Sec. 3, Heping W. Rd., Wanhua Dist.,  　　TAIPEI,  R.O.C.　　",王浚宇,陳建瑋,趙政岷,時報,時報文化出版企業股份有限公司,1150904,19851105,19991227,張正芳,simon@readingtimes.com.tw,(02)23025638,趙政岷,30375800,303758000,新台幣                 10.0000元,0,1,0,－ ,8923,32,黃振元,富邦綜合證券股份有限公司,台北市許昌街17號11樓,(02)23611300,C.T.Publishing,(02)23066600,財務部財務長,01405937,www.readingtimes.com.tw
安永聯合會計師事務所,"NO.8 CHIEN-FU ROAD, NEI-PU INDUSTRIAL ZONEPING-TUNG HSIEN, TAIWAN, R.O.C.　　",陳政初,李芳文,李孔文,大田,大田精密工業股份有限公司,1150904,19880718,20000209,李忠穆,invest@o-ta.com.tw,08-7792922,許戎民,83800000,838000000,新台幣                 10.0000元,0,1,0,－ ,8924,37,鍾政義,凱基證券股份有限公司,台北市重慶南路一段2號5樓,02-23892999,O-TA,08-7783855,協理,23060009,www.o-ta.com.tw
安侯建業聯合會計師事務所,"No.137, Shinhai Rd.,　Banqiao Dist., New Taipei City 220",羅瑞芝,黃泳華,鍾育霖,北基,北基國際股份有限公司,1150904,19881216,20001102,韓佳憲,nspcosrv@mail.nspco.com.tw,(02)2259-9232,廖順慶,419068367,4190683670,新台幣                 10.0000元,0,1,0,－ ,8927,23,廖順慶,永豐金證券股份有限公司,台北市博愛路17號3樓,(02)2381-6288,Pei Chi　,(02)2259-6969,總經理,23218091,http://www.nspco.com.tw
安侯建業聯合會計師事務所,"No. 8, Hoye 8th Rd., Daliao Dist.,Kaohsiung City,Taiwan,R.O.C.　　",陳永祥,高鈺倫,林進能,鉅明,鉅明股份有限公司,1150904,19730625,20010202,林萌妍,finance@dynamic.com.tw,07-7876001,蔡昌均,50854015,508540150,新台幣                 10.0000元,0,1,0,－ ,8928,37,顏志憲,華南永昌綜合證券股務代理部,台北市松山區民生東路四段54號4樓,02-27186425,DYNAMIC　　,07-7875510,經理,85634075,www.dynamic.com.tw
正風聯合會計師事務所,"2F-3,NO,130,sec.2,Zhong-Xiao E,Road.,Taipei TaiwanTaipei, Taiwan 100, R.O.C.",曾國富,賴永吉,林煥強,富堡,富堡工業股份有限公司,1150904,19770829,20001130,張慧玲,sarah.yeh@fuburg.com,03-312-8974,林峻樟,50580862,505808620,新台幣                 10.0000元,0,1,0,－ ,8929,20,葉倚妡,永豐金證券股份有限公司,台北市中正區博愛路17號3樓,02-2381-6288,FBIC　　,03-352-9862,財務部經理,30851864,http://www.fuburg.com
安侯建業聯合會計師事務所,"No.9, Gongye Rd., Guantian DistTainan City,Taiwan,R.O.C.　",蘇彥達,許振隆,陳元籐,青鋼,青鋼應用材料股份有限公司,1150904,19820806,20001206,邱莉雯,ir@mail.ckm.com.tw,(06)6990272,陳元籐,81809406,818094060,新台幣                 10.0000元,0,2,0,－ ,8930,10,施俊男,福邦證券股份有限公司,台北市中正區忠孝西路一段６號６樓,(02)2371-1658,CKM　,(06)6986623,副總經理,69797158,www.ckm.com.tw
勤業眾信聯合會計師事務所,"NO.276, CHAOYIN N RDDAYUAN  DIST.,  TAOYUAN  CITY ,  TAIWAN.",翁博仁,李麗凰,吳進忠,大汽電,大園汽電共生股份有限公司,1150904,19930814,20010510,邱瓊如,service@tycc.com.tw,(03)3851880,張世陽,122254862,1222548620,新台幣                 10.0000元,0,2,0,－ ,8931,23,張世陽,富邦綜合證券股份有限公司,台北市中正區許昌街十七號十一樓,(02)2361-1300,TYC　,(03)386-8066,總經理,84526079,http://www.tycc.com.tw
勤業眾信聯合會計師事務所,"7F,NO.196,JOUTZ ST,NEIHU DIST.,TAIPEI 114, TAIWAN, R.O.C.",莊文源,陳致源,鍾富瑋,智通*,智通科創股份有限公司,1150904,19780218,20010329,簡麗玲,speak@wiselink.tw,(02)2627-1827,蔡焜煌,357963284,894908210,新台幣                  2.5000元,0,1,0,－ ,8932,36,陳淑雯,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,Wiselink,(02)2627-1828,財務長,35892013,https://wiselink.tw/
勤業眾信聯合會計師事務所,"No. 497, Sec. 1, Gangbu Rd., Caonan Vil., Wuqi Dist.,Taichung City 435054, Taiwan (R.O.C.)",高逸欣,葉志賢,張元賓,愛地雅,愛地雅工業股份有限公司,1150904,19800916,20010328,黃惠君,ideal@idealbike.com.tw,04-26393247,陳敬旺,326724305,3267243050,新台幣                 10.0000元,0,1,108000000,－ ,8933,37,賴名美,愛地雅工業股份有限公司股務室,台北市大安區敦化南路二段98號12樓,02-27051333,IDEAL　　,04-26393242,行政管理處副總經理,97506791,www.idealbike.com.tw
國富浩華聯合會計師事務所,"No.23-6, Longxing Ln., Sec. 2, Fengxing Rd., Tanzi Dist.,Taichung Taiwan",張福郎,邱繼盛,沈國榮,邦泰,邦泰複合材料股份有限公司,1150904,19821221,20020326,利幼雲,service@pontex.com,04-25384120,莊柏年,113495000,1134950000,新台幣                 10.0000元,0,1,26961800,－ ,8935,20,洪敬程,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號地下二樓,02-27023999,PONTEX,04-25384121,行政管理處執行協理,52784171,www.pontex.com
安永聯合會計師事務所,"400,Matzu Rd., Xinyuan Township,Pingtung County, Taiwan, R.O.C.",洪國森,姚世傑,洪雅滿,國統,國統國際股份有限公司,1150904,19780715,20020909,黃雯慧,IR@kti.com.tw,07-5575300,洪雅滿,248078157,2480781570,新台幣                 10.0000元,0,1,0,－ ,8936,20,黃富貞,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,02-23711658,KTI,07-5573755,副總經理,91888619,http://www.kti.com.tw
正風聯合會計師事務所,"No.2 YI-KUNG 2 ROAD. YI-CHU INDUSTRIAL AREA, YI-CHU HSIANG,CHIA-YI HSIEN, TAIWAN, R.O.C",彭莉真,曾國富,謝菁菁,合騏*,合騏工業股份有限公司,1150904,19751009,20021029,李竹信,audit@hercheemoto.com.tw,05-3427208,王惠明,431680272,1079200680,新台幣                  2.5000元,0,1,141765072,－ ,8937,20,王惠明,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,HER CHEE,05-3426621,總經理,66338721,www.hercheemoto.com.tw
